,s,eta_consumer,C0-P0_estimated_cost,C0-P0_risk_group,C0-P0_price,C0-P0_coverage,C0-P0_ce_outside,ce_no_insurance,C0-P0_welfare,C0-PA_estimated_cost,C0-PA_risk_group,C0-PA_price,C0-PA_coverage,C0-PA_ce_outside,C0-PA_welfare,C0-POB_estimated_cost,C0-POB_risk_group,C0-POB_price,C0-POB_coverage,C0-POB_ce_outside,C0-POB_welfare,C0-PDP_estimated_cost,C0-PDP_risk_group,C0-PDP_price,C0-PDP_coverage,C0-PDP_ce_outside,C0-PDP_welfare,C0-PAF_estimated_cost,C0-PAF_risk_group,C0-PAF_price,C0-PAF_coverage,C0-PAF_ce_outside,C0-PAF_welfare
8230,1,239.38247792473578,17.533728,3,207.03606,0.7941728,-39069.78,-38830.402,-39027.984,18.040771,3,112.239044,0.9776363,-39069.78,-38925.652,20.085484,3,196.12224,0.8361702,-39069.78,-39016.65,19.931171,3,231.96732,0.67059016,-39069.78,-39051.21,22.381832,3,213.91603,0.7638404,-39069.78,-39034.836
8232,0,187.2507494830279,170.09177,2,316.9546,0.73514986,-39406.42,-39219.18,-39377.242,153.72633,2,301.23767,0.8061081,-39406.42,-39361.754,156.22484,2,326.3058,0.6857606,-39406.42,-39385.617,148.88417,2,298.3029,0.81762224,-39406.42,-39358.72,164.31673,2,310.7681,0.76493955,-39406.42,-39371.33
8252,0,206.8865502882494,41.245686,3,203.31757,0.75916624,-44222.88,-44015.992,-44188.875,40.489124,3,214.64384,0.7022326,-44222.88,-44199.375,34.923,3,210.31065,0.7249022,-44222.88,-44195.477,39.020985,3,189.54666,0.8177038,-44222.88,-44174.992,38.663807,3,198.60545,0.78054917,-44222.88,-44184.24
8257,0,196.0011592593475,95.15177,2,251.06357,0.7501393,-38405.992,-38209.996,-38373.883,87.26345,2,226.56691,0.84915036,-38405.992,-38348.848,88.93952,2,261.96408,0.6941225,-38405.992,-38383.848,93.40205,2,237.23717,0.810649,-38405.992,-38360.086,89.62363,2,245.11821,0.7776287,-38405.992,-38368.086
8258,0,191.3777415960384,79.18064,3,224.13673,0.7311475,-36426.926,-36235.55,-36398.434,74.38516,3,222.65959,0.73855335,-36426.926,-36397.05,68.70217,3,242.61206,0.62863356,-36426.926,-36414.04,73.49324,3,209.10583,0.79996467,-36426.926,-36383.727,75.759544,3,218.99844,0.756267,-36426.926,-36393.566
8284,0,193.3389753651501,117.810905,2,270.51172,0.7450544,-37461.35,-37268.016,-37430.26,112.592445,2,265.65042,0.7680437,-37461.35,-37425.57,117.4382,2,289.216,0.6437879,-37461.35,-37446.53,117.34995,2,256.90182,0.80565226,-37461.35,-37416.766,115.08747,2,265.18628,0.7701638,-37461.35,-37425.113
8289,0,203.78569078253406,567.699,0,721.2281,0.748702,-44738.094,-44534.33,-44706.57,584.03906,0,512.44775,0.9984847,-44738.094,-44487.594,555.2677,0,707.8915,0.8080048,-44738.094,-44693.31,592.89954,0,713.36334,0.7850483,-44738.094,-44698.875,573.2194,0,667.9167,0.9222086,-44738.094,-44650.105
8295,0,199.90177725135186,421.38712,0,579.47656,0.75524765,-43874.887,-43675.004,-43841.973,418.98474,0,542.32916,0.8895496,-43874.887,-43803.086,420.1357,0,578.6712,0.75907475,-43874.887,-43841.188,427.3243,0,567.0961,0.809477,-43874.887,-43829.586,421.06787,0,539.8109,0.89578617,-43874.887,-43800.324
8308,0,223.9531415897806,223.81277,1,395.0457,0.77289546,-47719.727,-47495.78,-47682.934,235.9659,1,493.04938,0.21448633,-47719.727,-47730.535,225.86801,1,392.90225,0.78241515,-47719.727,-47680.8,226.88028,1,382.3891,0.82493305,-47719.727,-47670.016,238.28423,1,396.52734,0.7661211,-47719.727,-47684.395
8316,1,257.94108680718574,133.09872,2,339.853,0.8119637,-39866.547,-39608.617,-39820.406,128.97037,2,299.64505,0.9239024,-39866.547,-39776.89,136.12259,2,307.083,0.9093285,-39866.547,-39785.07,133.62088,2,363.19687,0.7031242,-39866.547,-39843.0,133.1314,2,346.45905,0.7846565,-39866.547,-39827.133
8322,1,180.9379514566227,223.13431,1,363.00394,0.7226427,-33937.387,-33756.46,-33910.555,209.20569,1,375.0333,0.65643996,-33937.387,-33920.91,217.87202,1,385.25607,0.5948013,-33937.387,-33928.54,214.52315,1,389.15903,0.5703187,-33937.387,-33931.125,215.39384,1,365.25397,0.7108685,-33937.387,-33912.594
8324,1,160.69878949245063,474.6384,0,615.03845,0.7266964,-28679.611,-28518.959,-28652.36,503.57602,0,871.22705,0.0032406023,-28679.611,-28680.32,495.5848,0,650.8196,0.51120764,-28679.611,-28678.734,498.12256,0,906.8084,0.0012732318,-28679.611,-28679.936,492.79095,0,659.28467,0.45607948,-28679.611,-28682.688
8341,0,179.07262820223247,253.95119,1,395.8985,0.7263796,-41597.74,-41418.676,-41570.203,244.81958,1,337.5593,0.9225414,-41597.74,-41508.945,236.25116,1,402.83118,0.6895325,-41597.74,-41576.38,236.07085,1,377.66656,0.8093392,-41597.74,-41552.305,234.97523,1,389.07974,0.75987315,-41597.74,-41563.75
8346,1,341.0261515702118,26.997435,3,304.824,0.8601527,-34156.707,-33815.684,-34096.047,35.33373,3,130.18918,0.99816483,-34156.707,-33911.996,33.97505,3,209.40417,0.9861899,-34156.707,-33993.06,31.187962,3,326.4321,0.7790838,-34156.707,-34118.598,35.04439,3,311.3775,0.8386165,-34156.707,-34103.062
8352,1,187.75391800768654,295.98843,1,443.36954,0.7376478,-31534.174,-31346.436,-31504.71,285.27673,1,446.7817,0.72022957,-31534.174,-31507.863,275.7139,1,440.5675,0.75145584,-31534.174,-31502.05,296.0744,1,471.55136,0.57555073,-31534.174,-31527.406,285.1572,1,444.90793,0.7298967,-31534.174,-31506.14
8354,1,238.6259704405301,473.799,0,669.0783,0.80256975,-39777.426,-39538.816,-39734.06,486.97964,0,668.24243,0.80598974,-39777.426,-39733.2,484.6269,0,640.341,0.8954536,-39777.426,-39703.305,484.90082,0,695.4341,0.6723178,-39777.426,-39758.816,479.30884,0,710.1219,0.5835561,-39777.426,-39769.844
8357,0,171.46320158160765,179.61073,1,310.88672,0.703964,-34745.26,-34573.81,-34721.574,167.51112,2,248.7302,0.92160153,-34745.26,-34656.97,174.92632,1,344.18915,0.5022495,-34745.26,-34745.086,178.9468,1,296.6231,0.77438456,-34745.26,-34708.16,184.2246,1,310.22998,0.7074828,-34745.26,-34720.99
8358,1,174.41470971496327,100.065025,2,246.00146,0.7335514,-29411.736,-29237.332,-29382.867,99.243095,2,219.1725,0.8458414,-29411.736,-29355.758,98.42096,2,271.0307,0.5911499,-29411.736,-29403.268,94.51377,2,272.5385,0.581755,-29411.736,-29404.281,108.26713,2,255.41364,0.6836608,-29411.736,-29391.266
8360,0,225.04531946681854,163.42314,2,344.53027,0.7850503,-47672.008,-47446.97,-47632.445,151.84904,2,416.1535,0.36681655,-47672.008,-47679.797,149.28763,2,319.6721,0.873664,-47672.008,-47606.258,163.51456,2,331.4401,0.8363915,-47672.008,-47618.902,153.14178,2,337.95807,0.8121777,-47672.008,-47625.734
8361,0,255.11361341167708,19.110716,3,224.87108,0.81030875,-48751.566,-48496.453,-48705.668,21.03758,3,140.6013,0.9736382,-48751.566,-48614.367,21.491953,3,197.46718,0.8960292,-48751.566,-48676.26,25.21392,3,213.2873,0.8517943,-48751.566,-48693.445,20.701698,3,221.28146,0.82404095,-48751.566,-48701.938
8362,0,167.37623111908547,603.0122,0,731.53314,0.7005748,-39224.77,-39057.418,-39201.86,584.5526,0,997.8894,0.002249025,-39224.77,-39225.297,602.0598,0,752.63654,0.5748368,-39224.77,-39218.1,578.23804,0,710.4602,0.80177736,-39224.77,-39181.66,574.18896,0,674.95483,0.91044664,-39224.77,-39143.492
8372,0,204.89582035993914,94.45043,2,251.9414,0.7525489,-41132.008,-40927.113,-41099.402,97.02442,2,299.67157,0.4717196,-41132.008,-41134.086,90.54615,2,263.50043,0.6932936,-41132.008,-41109.984,89.0081,2,237.30203,0.815743,-41132.008,-41084.727,95.93191,2,247.67503,0.77236277,-41132.008,-41095.25
8381,0,257.81626276236983,140.2474,2,341.20706,0.80623245,-48866.742,-48608.93,-48822.01,147.22275,2,301.6854,0.9198427,-48866.742,-48779.35,140.06075,2,310.84888,0.90070873,-48866.742,-48789.426,140.12567,2,328.32333,0.8527676,-48866.742,-48808.45,150.0382,2,338.6056,0.816442,-48866.742,-48819.32
8388,1,201.9110403958926,42.76073,3,205.82228,0.7609967,-33521.613,-33319.703,-33487.29,41.903778,3,164.51831,0.9017989,-33521.613,-33443.688,38.866543,3,214.08167,0.72036153,-33521.613,-33495.07,44.97892,3,233.02618,0.6129741,-33521.613,-33510.64,44.86261,3,212.46498,0.7286221,-33521.613,-33493.59
8398,0,182.53116824530215,188.66669,1,342.72656,0.7475922,-41548.86,-41366.336,-41517.305,172.056,2,274.00464,0.94539064,-41548.86,-41443.996,189.03357,1,357.67923,0.668461,-41548.86,-41530.64,197.16953,1,331.2043,0.79930925,-41548.86,-41505.918,178.74883,1,338.42545,0.7678791,-41548.86,-41513.15
8428,0,186.98394901725334,270.34537,1,425.5703,0.7504185,-35627.53,-35440.56,-35595.547,275.88953,1,334.72797,0.9690021,-35627.53,-35498.203,271.5279,1,436.56464,0.6935895,-35627.53,-35605.594,279.14316,1,414.06357,0.80181825,-35627.53,-35584.13,273.94568,1,424.5706,0.7551907,-35627.53,-35594.59
8436,1,281.97653578508175,35.44281,3,255.9766,0.8233466,-39311.19,-39029.22,-39261.86,36.44775,3,147.61676,0.9868345,-39311.19,-39145.13,40.60103,3,215.74028,0.9290081,-39311.19,-39218.15,37.362312,3,279.06253,0.7204066,-39311.19,-39284.656,42.0975,3,262.82266,0.79632294,-39311.19,-39268.934
8443,0,221.70932589921142,185.38303,1,360.09085,0.77730256,-46269.78,-46048.082,-46232.0,194.1776,1,422.93106,0.4094516,-46269.78,-46275.61,200.92284,1,369.04837,0.73493975,-46269.78,-46240.64,190.3087,1,347.9164,0.8267657,-46269.78,-46219.53,179.70248,1,357.03778,0.79061073,-46269.78,-46228.934
8451,0,231.45640012378476,91.47747,2,278.8672,0.7919429,-47966.81,-47735.355,-47925.566,94.48286,2,279.69614,0.78842074,-47966.81,-47926.395,102.22854,2,274.67172,0.80912906,-47966.81,-47921.273,93.80329,2,266.3661,0.8398916,-47966.81,-47912.56,94.49263,2,275.04782,0.8076387,-47966.81,-47921.656
8473,0,175.07769007980755,189.89801,1,328.6995,0.7201811,-34504.16,-34329.094,-34477.734,190.22542,1,706.00134,0.00014740085,-34504.16,-34504.21,198.14915,1,366.39603,0.493589,-34504.16,-34504.65,196.17148,1,316.4638,0.7790897,-34504.16,-34466.035,202.41057,1,330.25977,0.71201754,-34504.16,-34479.14
8479,1,176.286750806387,254.57866,1,390.367,0.71455216,-33963.168,-33786.9,-33937.766,233.35733,1,465.98288,0.26204696,-33963.168,-33973.668,247.5329,1,413.61935,0.578684,-33963.168,-33956.055,245.31819,1,677.37067,0.0014742363,-33963.168,-33963.54,252.98288,1,394.16272,0.69416904,-33963.168,-33941.13
8493,0,188.4492158061665,691.47217,0,863.48444,0.77707297,-39023.473,-38835.055,-38986.29,713.36615,0,549.2302,0.9999182,-39023.473,-38661.387,719.1109,0,864.5669,0.7721994,-39023.473,-38987.344,699.3924,0,851.1375,0.8279309,-39023.473,-38973.62,733.16003,0,794.9357,0.9541316,-39023.473,-38912.402
8494,0,176.39984837308995,368.16568,0,514.50824,0.73558325,-39014.617,-38838.234,-38985.508,349.44373,0,505.83237,0.77682287,-39014.617,-38977.14,375.39963,0,535.8922,0.61544317,-39014.617,-39003.426,391.40253,0,506.60013,0.77339375,-39014.617,-38977.895,381.4651,0,481.49805,0.86712813,-39014.617,-38951.684
8503,1,230.32252576404545,195.67563,1,385.2431,0.7951918,-38955.688,-38725.375,-38913.836,190.71194,1,406.14508,0.6938278,-38955.688,-38933.67,201.74344,1,369.83307,0.8523887,-38955.688,-38897.688,195.99855,1,409.4563,0.6754085,-38955.688,-38936.492,195.33769,1,389.04236,0.77880704,-38955.688,-38917.656
8505,0,186.85150820200062,224.55786,1,372.086,0.7370639,-34550.812,-34363.97,-34521.36,215.6485,1,314.37057,0.92535836,-34550.812,-34460.418,224.17725,1,391.28546,0.6308384,-34550.812,-34537.71,216.42984,1,356.44394,0.8075386,-34550.812,-34505.902,227.84975,1,371.02493,0.7423365,-34550.812,-34520.36
8507,0,202.7451700134804,83.2443,3,239.26273,0.75009996,-41962.156,-41759.414,-41930.027,78.15269,3,262.6641,0.6221667,-41962.156,-41950.066,78.96636,3,252.42722,0.68168306,-41962.156,-41941.93,81.448715,3,225.4306,0.8105941,-41962.156,-41916.227,77.095085,3,233.63216,0.776195,-41962.156,-41924.535
8510,0,182.8972351964907,129.4701,2,275.73828,0.7340009,-35474.543,-35291.656,-35445.58,142.46666,2,389.7681,0.12780286,-35474.543,-35484.074,130.74805,2,301.94357,0.58448833,-35474.543,-35466.793,139.24762,2,264.55893,0.78620076,-35474.543,-35434.73,135.13152,2,272.45526,0.7501393,-35474.543,-35442.477
8525,0,202.19055763035203,64.71003,3,226.75781,0.7593661,-41108.29,-40906.1,-41074.277,62.3004,3,293.59943,0.36210787,-41108.29,-41116.273,61.155285,3,235.39532,0.7165985,-41108.29,-41082.383,69.89965,3,214.65303,0.81145316,-41108.29,-41062.125,65.68743,3,222.86226,0.777143,-41108.29,-41070.453
8531,0,223.2739072761742,221.47212,1,405.95316,0.78923446,-47734.336,-47511.07,-47693.844,224.24107,1,478.14868,0.36863586,-47734.336,-47742.035,226.6846,1,393.6831,0.8369737,-47734.336,-47681.125,213.8143,1,391.32822,0.84506893,-47734.336,-47678.62,218.53438,1,403.54852,0.7993448,-47734.336,-47691.402
8540,0,234.05448792864706,27.590334,3,207.13295,0.78255546,-47117.71,-46883.656,-47078.605,24.59946,3,129.4929,0.96330506,-47117.71,-46994.777,24.517544,3,200.36041,0.81063306,-47117.71,-47071.71,22.383352,3,193.08098,0.83761185,-47117.71,-47064.086,24.561176,3,202.49588,0.8020956,-47117.71,-47073.906
8542,1,192.8635358653104,147.95438,2,292.34015,0.73073274,-34288.89,-34096.035,-34260.547,135.7422,2,364.6688,0.29650784,-34288.89,-34298.836,135.31593,2,306.3116,0.6545155,-34288.89,-34272.645,138.12254,2,317.48917,0.5869428,-34288.89,-34280.88,136.78088,2,296.82336,0.7074543,-34288.89,-34264.617
8544,0,223.64026882135306,76.26573,3,250.54231,0.77620584,-46687.04,-46463.402,-46649.406,76.69708,3,342.72803,0.24558593,-46687.04,-46697.773,76.4801,3,250.04971,0.7784016,-46687.04,-46648.918,67.49425,3,235.61575,0.83567214,-46687.04,-46634.05,76.863075,3,246.61647,0.7932118,-46687.04,-46645.47
8547,0,187.80580749707158,216.59782,1,361.37152,0.73189706,-35559.67,-35371.875,-35531.156,216.04744,1,458.68585,0.1814834,-35559.67,-35570.26,220.78017,1,388.037,0.57862794,-35559.67,-35552.555,207.83403,1,345.48016,0.8043382,-35559.67,-35515.555,220.40753,1,360.4498,0.73653364,-35559.67,-35530.297
8552,0,193.73510513750043,1199.7041,0,1365.3265,0.7714146,-39523.465,-39329.773,-39487.96,1224.4213,0,1261.7848,0.98105866,-39523.465,-39376.754,1225.6377,0,1348.9342,0.8387422,-39523.465,-39471.13,1193.0043,0,1330.8082,0.89353645,-39523.465,-39451.51,1192.5182,0,1230.3835,0.99162966,-39523.465,-39344.02
8554,0,313.96419615339033,35.710033,3,280.30893,0.8406759,-45467.387,-45153.426,-45412.934,28.457607,3,118.64235,0.9969946,-45467.387,-45241.625,29.695702,3,205.31203,0.97304225,-45467.387,-45331.387,31.043291,3,267.19473,0.8807809,-45467.387,-45398.777,27.64138,3,275.30585,0.85712945,-45467.387,-45407.58
8568,0,249.41498031196346,67.34929,3,262.0147,0.7996517,-48669.445,-48420.03,-48626.305,64.19288,3,253.06139,0.8339188,-48669.445,-48616.984,63.74975,3,237.8763,0.88110316,-48669.445,-48600.637,65.88736,3,248.88593,0.84821916,-48669.445,-48612.543,68.77904,3,258.3404,0.81431437,-48669.445,-48622.523
8571,0,189.73994267629843,293.3062,1,424.21106,0.7038271,-37606.87,-37417.145,-37583.258,280.79214,1,399.26486,0.8189066,-37606.87,-37558.97,275.6667,1,440.52234,0.6094284,-37606.87,-37596.367,278.5972,1,406.13306,0.7911423,-37606.87,-37566.03,273.10196,1,416.63,0.74293554,-37606.87,-37576.312
8583,0,301.5107284727595,133.94876,2,373.38284,0.8375256,-46692.855,-46391.348,-46639.465,139.38039,2,351.8011,0.8997753,-46692.855,-46616.074,139.19873,2,310.02454,0.9633015,-46692.855,-46570.41,127.64887,2,359.87726,0.87944615,-46692.855,-46624.91,139.07814,2,369.86508,0.849475,-46692.855,-46635.707
8609,1,198.93290300120458,123.45537,2,271.4644,0.73730737,-32126.357,-31927.428,-32096.791,117.345406,2,279.61526,0.6947471,-32126.357,-32104.16,118.14006,2,289.88715,0.63599396,-32126.357,-32112.57,116.81993,2,297.3193,0.5906996,-32126.357,-32117.94,103.10447,2,273.686,0.7260879,-32126.357,-32098.854
8617,0,170.5188334351744,554.8072,0,689.2969,0.71411276,-35125.207,-34954.72,-35100.086,538.6474,0,488.4177,0.9978198,-35125.207,-34889.66,554.17163,0,706.8433,0.61279947,-35125.207,-35114.4,552.6227,0,674.3168,0.7867255,-35125.207,-35085.742,521.21533,0,636.7414,0.90734786,-35125.207,-35045.598
8622,0,187.88223584168898,133.01416,2,280.0479,0.73525256,-38431.918,-38244.04,-38402.695,136.29144,2,270.77393,0.77895224,-38431.918,-38393.734,135.62816,2,306.61017,0.5839085,-38431.918,-38424.22,130.71419,2,265.8446,0.79999125,-38431.918,-38388.758,143.19836,2,277.92203,0.74574214,-38431.918,-38400.695
8628,0,170.44801518789367,449.95364,0,595.7946,0.7353678,-37739.62,-37569.195,-37710.633,466.36133,0,596.95465,0.7294285,-37739.62,-37711.72,455.25842,0,612.2573,0.6445986,-37739.62,-37724.82,457.46835,0,583.65674,0.791894,-37739.62,-37698.793,457.91907,0,555.2597,0.88812304,-37739.62,-37668.613
8633,0,191.2597170586972,216.79527,1,365.28903,0.73843795,-38517.7,-38326.453,-38487.95,211.9165,1,375.53522,0.6843769,-38517.7,-38497.14,210.2859,1,378.00183,0.67049915,-38517.7,-38499.21,209.42506,1,349.8367,0.80774754,-38517.7,-38472.68,215.05443,1,362.92426,0.75001156,-38517.7,-38485.71
8636,0,168.78118623664565,565.4857,0,696.1719,0.70566183,-36479.812,-36311.066,-36456.094,589.2729,0,646.4112,0.8972928,-36479.812,-36404.99,566.96967,0,719.0815,0.5692261,-36479.812,-36473.72,567.6735,0,682.2064,0.7751268,-36479.812,-36442.93,560.3234,0,644.7745,0.901125,-36479.812,-36403.203
8652,1,210.11314300262126,61.383343,3,229.36345,0.7680225,-36655.26,-36445.152,-36619.457,63.732388,3,197.83266,0.88142365,-36655.26,-36586.375,72.35169,3,246.10193,0.68297756,-36655.26,-36634.85,64.05093,3,256.1683,0.6245718,-36655.26,-36642.887,60.779613,3,235.32193,0.73966885,-36655.26,-36625.184
8671,0,176.27515413207112,180.64638,1,323.7163,0.72805774,-41525.95,-41349.68,-41498.066,190.6337,1,424.08087,0.16827475,-41525.95,-41536.39,184.32428,1,353.17596,0.55660814,-41525.95,-41521.027,193.38794,1,313.22577,0.7780775,-41525.95,-41487.984,184.12671,1,322.70786,0.7331745,-41525.95,-41497.125
8686,1,238.48457422385155,121.0455,2,308.50397,0.7924442,-39610.04,-39371.56,-39568.758,121.49115,2,195.94315,0.98563725,-39610.04,-39447.754,120.89422,2,292.5208,0.85201114,-39610.04,-39552.035,117.64719,2,331.96347,0.67623353,-39610.04,-39590.676,123.74131,2,315.82986,0.7597729,-39610.04,-39576.027
8704,0,249.60865100452054,81.35219,3,275.8047,0.7994766,-48799.758,-48550.15,-48756.664,84.365524,2,251.65149,0.8810472,-48799.758,-48730.99,74.47217,3,248.12964,0.8901903,-48799.758,-48727.137,82.410225,3,263.13705,0.84656155,-48799.758,-48743.402,89.79464,2,273.06943,0.81050575,-48799.758,-48753.85
8708,0,185.01843425067415,175.96541,1,321.0078,0.7320944,-35519.383,-35334.38,-35490.805,172.19566,2,335.268,0.65433997,-35519.383,-35503.17,180.65062,1,349.66302,0.5664875,-35519.383,-35513.5,167.45244,2,305.21823,0.80398977,-35519.383,-35475.3,170.11699,2,314.77087,0.76237047,-35519.383,-35484.867
8711,0,172.3302354796621,430.18814,0,574.1407,0.7318816,-36362.9,-36190.598,-36334.55,425.06802,0,447.62723,0.9863032,-36362.9,-36199.906,422.7517,0,581.1727,0.6946568,-36362.9,-36340.88,413.83475,0,556.23456,0.81276184,-36362.9,-36316.863,442.3295,0,535.9342,0.8801377,-36362.9,-36295.176
8715,0,322.33243390173914,36.53317,3,292.7325,0.8479671,-44150.094,-43827.758,-44093.363,34.294907,3,187.10963,0.9881922,-44150.094,-43979.605,32.331703,3,207.83272,0.9800865,-44150.094,-44001.312,30.40517,3,279.50937,0.8867695,-44150.094,-44079.043,33.344666,3,288.5135,0.86141104,-44150.094,-44088.824
8722,1,171.74034852981495,137.85289,2,277.1857,0.72132486,-28341.166,-28169.441,-28314.547,132.62773,2,263.9278,0.7845653,-28341.166,-28301.812,128.68456,2,299.97034,0.59002876,-28341.166,-28332.834,140.96786,2,573.35895,0.0012095354,-28341.166,-28341.48,143.94308,2,286.24448,0.67210084,-28341.166,-28322.453
8745,1,207.13551430795857,107.17068,2,267.69485,0.757635,-34269.76,-34062.633,-34236.188,101.87066,2,233.34933,0.8830932,-34269.76,-34200.297,97.3638,2,270.0198,0.7464843,-34269.76,-34238.418,103.69898,2,293.2335,0.61846095,-34269.76,-34258.152,104.98763,2,274.27362,0.7252236,-34269.76,-34242.4
8764,1,208.0663328194085,48.59798,3,216.58205,0.7679888,-35501.53,-35293.47,-35465.727,49.71038,3,216.16374,0.76990485,-35501.53,-35465.316,58.303097,3,232.66792,0.68658227,-35501.53,-35480.566,49.511894,3,242.83804,0.627859,-35501.53,-35488.746,46.485043,3,222.20769,0.7412835,-35501.53,-35471.14
8771,1,183.20339862908742,100.21684,2,241.83499,0.72542524,-28924.727,-28741.533,-28897.342,95.84714,2,370.42194,0.087643296,-28924.727,-28932.69,102.652565,2,275.0772,0.5289916,-28924.727,-28922.342,98.2104,2,270.61972,0.5574555,-28924.727,-28919.73,103.7176,2,250.16336,0.68077457,-28924.727,-28904.693
8781,0,284.97578615710745,326.85574,1,564.5371,0.8369908,-47370.547,-47085.586,-47317.523,332.5687,1,575.7622,0.79351586,-47370.547,-47329.19,315.4563,1,478.57123,0.9792178,-47370.547,-47224.336,329.57352,1,552.20874,0.8758835,-47370.547,-47304.27,324.4918,1,562.4551,0.8441646,-47370.547,-47315.32
